1,12-bar blues,1,2024,1,2025,2
4,4th toe,1,a dash of,1,a flavor,1
7,a lack of randomness,1,a pivot,1,a sprinkle of,1
10,a stance of,1,a stick of incense,1,a touch of,1
13,a touch of humer,1,a touch of humor,2,A-Pillar,1
16,abalone,2,abdomen,1,abominable,1
19,Aboriginal Australians,1,Abraham Lincoln,1,Abrams,1
22,abrasion,1,abrasive,2,abrasive paper,1
25,abscissa,1,absolute construction,1,absorb,1
28,abundance,1,abyss,1,abyssal,1
31,AC,2,acacia,1,academic dismissal,1
34,academic subject,1,Academic Terminology,1,academician,1
37,acai,1,acai berry,1,accessories,3
40,accessory,2,accolade,1,accommodate,1
43,accompanied,1,accompany,1,accomplish,1
46,accomplishment,1,accordion,1,acetaminophen,3
49,acetate,1,acetic,1,acetic acid,1
52,acetone,1,acetorphine,1,acetosalicylic acid,2
55,acetylcholine,1,acetylsalicylic,1,acetylsalicylic acid,3
58,acid rain,1,acid reflux,1,acidification,1
61,acinium,1,acne,2,acorn,1
64,acquaintances,1,Acquired Immunodeficiency Syndrome,1,Acropolis,1
67,Acropolis of Athens,1,acrylic,2,acrylic brushes,2
70,ACT,1,actinides,1,actinium,1
73,action art,1,action game,1,Action-Reaction Law,1
76,active noise cancellation,1,actuated,1,actuator,1
79,Acubens,1,acupuncture,1,Acura,1
82,acute,3,acute angle,1,acute care,1
85,acute urticaria,1,AD,1,Ada Lovelace,1
88,adam's apple,1,adamantine,1,adaptation,1
91,adaptive,1,adaptive cruise control,1,addict,1
94,addiction,1,addictive,1,additive,1
97,adelie penguin,1,adept,1,adhere,1
100,adhesive,3,adipose,1,adipose tissue,1
103,adjacent,1,adjective,1,adjectives,1
106,Adjustable Wrench,1,adjustment,1,administration,1
109,administrative,1,administrative personnel,1,admiral,1
112,admire,1,admired,1,admissions,1
115,admissions and examinations,1,adoption,1,adorable,1
118,adrenal,1,adrenaline,1,adularescence,1
121,Advanced Combat Helmet,1,advanced placement exams,2,advection,1
124,adverb,1,adverbial,1,adverbial clause,1
127,advisory,1,adzuki,1,adzuki beans,1
130,aerial,1,aerial vehicle,1,aeronautics,1
133,aerospace,1,aerospace capabilities,2,aesthetic,1
136,aesthetics,1,AFAIK,1,affair,2
139,affairs,1,affection,2,affication,1
142,affiliate,1,affiliated,1,affiliates,1
145,affiliation,1,affiliations,1,affilicated,1
148,affilite,1,affine,1,affine transform,1
151,affirming,1,affliates,1,affordable,1
154,Afghanistan,1,aficionado,1,AFK,1
157,Africa,1,african,1,after-school programs,1
160,afterburner,1,agate,1,age structure,1
